gender,age,student_since,nationality,school_education,attended_university	
male,46,4/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,30,5/1/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,22,4/29/2019,Rwanda,Lower secondary education (7-11 school years),FALSE	
female,25,4/12/2019,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,37,5/9/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,4/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,4/10/2019,Nigeria,Upper secondary education (11-13 school years),FALSE	
male,21,4/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,22,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,4/11/2019,Syrian Arab Republic,I did not go to school,TRUE	
male,36,4/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,4/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,20,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,4/10/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,29,4/11/2019,Tunisia,Upper secondary education (11-13 school years),TRUE	
female,25,4/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,5/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,4/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,25,4/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,25,4/10/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,39,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,4/13/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,20,4/13/2019,Syrian Arab Republic,I did not go to school,TRUE	
female,24,5/22/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,30,4/10/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
female,23,4/16/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,4/11/2019,Eritrea,Upper secondary education (11-13 school years),TRUE	
female,26,4/17/2019,Algeria,Upper secondary education (11-13 school years),TRUE	
male,31,4/11/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,6/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,4/13/2019,Eritrea,Lower secondary education (7-11 school years),FALSE	
female,47,4/28/2019,Azerbaijan,Upper secondary education (11-13 school years),TRUE	
female,27,4/10/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,35,4/16/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,4/12/2019,Iraq,Upper secondary education (11-13 school years),FALSE	
male,30,4/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,4/25/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,34,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,44,5/10/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,40,4/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,4/30/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,20,5/1/2019,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,27,4/28/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,26,4/18/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,4/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,25,4/27/2019,Yemen,Upper secondary education (11-13 school years),TRUE	
male,29,4/24/2019,Yemen,Lower secondary education (7-11 school years),TRUE	
male,25,4/25/2019,Yemen,Lower secondary education (7-11 school years),FALSE	
male,19,4/24/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,22,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,4/20/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,4/24/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
male,21,4/24/2019,Syrian Arab Republic,Primary education (4-7 school years),TRUE	
male,23,5/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,29,4/29/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,23,4/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,4/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,21,4/19/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,5/29/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,19,4/18/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,4/27/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,4/21/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,39,5/9/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,4/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,4/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,5/1/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,19,5/9/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,29,4/18/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,30,4/29/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,5/15/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,22,4/18/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,36,4/18/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,18,4/17/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,19,4/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,5/29/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
female,16,4/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,20,5/15/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,4/17/2019,Turkey,Lower secondary education (7-11 school years),FALSE	
female,19,4/19/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,29,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,4/18/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,4/18/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,5/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,4/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,4/24/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,20,5/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,34,4/24/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,4/24/2019,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,20,5/20/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
male,36,4/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,17,5/15/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
male,47,5/23/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,39,4/28/2019,Uganda,Upper secondary education (11-13 school years),TRUE	
male,39,6/11/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
female,23,5/2/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,46,4/25/2019,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,27,4/27/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,30,5/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,4/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,4/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,44,5/9/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,44,4/25/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,4/26/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,22,4/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,5/16/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,4/25/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,5/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,5/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,33,5/4/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,4/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,4/26/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,21,4/27/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,37,4/25/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,26,4/24/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,5/13/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
female,24,5/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,35,4/25/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,5/1/2019,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,32,4/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,5/15/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
male,28,5/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,37,5/6/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,14,5/12/2019,Iraq,Primary education (4-7 school years),FALSE	
male,22,5/8/2019,Burundi,Upper secondary education (11-13 school years),FALSE	
male,17,5/3/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
female,36,5/9/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,20,5/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,5/2/2019,Côte d'Ivoire,Upper secondary education (11-13 school years),TRUE	
male,29,5/17/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,41,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,23,5/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,5/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,5/17/2019,Nigeria,Upper secondary education (11-13 school years),FALSE	
male,28,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,43,5/5/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,39,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,18,5/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,5/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,5/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,5/9/2019,Afghanistan,Primary education (4-7 school years),FALSE	
male,28,5/15/2019,Jordan,Lower secondary education (7-11 school years),FALSE	
female,37,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,5/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,35,5/4/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,43,5/8/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,40,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,23,5/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,5/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,38,5/2/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,5/6/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,20,5/8/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,5/2/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,42,5/13/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
male,17,5/14/2019,Jordan,Lower secondary education (7-11 school years),FALSE	
male,42,5/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,19,5/3/2019,Kenya,Upper secondary education (11-13 school years),FALSE	
male,25,5/7/2019,Eritrea,Lower secondary education (7-11 school years),FALSE	
male,26,5/8/2019,Tunisia,Upper secondary education (11-13 school years),TRUE	
male,19,5/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,32,5/11/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,5/8/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,5/10/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
male,19,5/9/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,45,5/8/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,20,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,6/7/2019,Ethiopia,Upper secondary education (11-13 school years),TRUE	
male,49,5/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,23,5/8/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,41,5/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,43,5/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
